ID;eln_id;chemist;stmat_1_chemform;stmat_2_chemform;product_1_chemform;product_2_chemform;product_3_chemform;product_4_chemform
347;ELN049364-002;baslerh1;C10H9N;;C14H15N;;;
348;ELN049364-003;baslerh1;C10H9N;;C14H15N;;;
349;ELN049364-004;baslerh1;C10H9N;;C14H15N;;;
350;ELN049364-005;baslerh1;C10H9N;;C14H15N;;;
351;ELN049364-006;baslerh1;C10H9N;;C14H15N;;;
352;ELN049364-007;baslerh1;C10H9N;;C14H15N;;;
353;ELN049364-008;baslerh1;C10H9N;;C14H15N;;;
354;ELN049364-009;baslerh1;C10H9N;;C14H15N;;;
355;ELN049364-010;baslerh1;C10H9N;;C14H15N;;;
356;ELN049364-011;baslerh1;C10H9N;;C14H15N;;;
357;ELN049364-012;baslerh1;C10H9N;;C14H15N;;;
358;ELN049364-013;baslerh1;C10H9N;;C14H15N;;;
359;ELN049364-014;baslerh1;C10H9N;;C14H15N;;;
360;ELN049364-015;baslerh1;C10H9N;;C14H15N;;;
361;ELN045639-111;stenzhoy;C9H9N3;;C13H15N3O;;;
362;ELN049364-016;baslerh1;C10H9N;;C14H15N;;;
363;ELN049364-017;baslerh1;C10H9N;;C14H15N;;;
364;ELN049364-018;baslerh1;C10H9N;;C14H15N;;;
365;ELN049364-019;baslerh1;C10H9N;;C14H15N;;;
366;ELN049364-020;baslerh1;C10H9N;;C14H15N;;;
367;ELN049364-021;baslerh1;C10H9N;;C14H15N;;;
368;ELN049364-022;baslerh1;C10H9N;;C14H15N;;;
369;ELN049364-023;baslerh1;C10H9N;;C14H15N;;;
370;ELN049364-024;baslerh1;C10H9N;;C14H15N;;;
371;ELN049364-025;baslerh1;C10H9N;;C14H15N;;;
372;ELN049364-026;baslerh1;C10H9N;;C14H15N;;;
373;ELN049364-027;baslerh1;C10H9N;;C14H15N;;;
374;ELN049364-028;baslerh1;C10H9N;;C14H15N;;;
375;ELN049364-029;baslerh1;C10H9N;;C14H15N;;;
376;ELN049364-030;baslerh1;C10H9N;;C14H15N;;;
377;ELN049364-031;baslerh1;C10H9N;;C14H15N;;;
378;ELN045639-113;stenzhoy;C16H16Cl3F2N3O2;;C22H27BCl3F2N3O4;;;
379;ELN049364-034;baslerh1;C10H9N;;C19H24N2O2;;;
380;ELN049364-035;baslerh1;C10H9N;;C19H24N2O2;;;
381;ELN049364-040;baslerh1;C10H9N;;C18H22N2O2;;;
382;ELN049364-041;baslerh1;C10H9N;;C18H22N2O2;;;
383;ELN049364-042;baslerh1;C10H9N;;C18H22N2O2;;;
384;ELN049364-043;baslerh1;C10H9N;;C18H22N2O2;;;
385;ELN049364-036;baslerh1;C15H8Cl2F3N5O;;C24H23Cl2F3N6O3;;;
386;ELN049364-037;baslerh1;C15H8Cl2F3N5O;;C19H14Cl2F3N5O2;;;
387;ELN049364-038;baslerh1;C15H8Cl2F3N5O;;C24H23Cl2F3N6O3;;;
388;ELN049364-039;baslerh1;C15H8Cl2F3N5O;;C23H21Cl2F3N6O3;;;
389;ELN049364-044;baslerh1;C15H8Cl2F3N5O;;C18H12Cl2F3N5O2;;;
390;ELN049364-045;baslerh1;C15H8Cl2F3N5O;;C24H23Cl2F3N6O3;;;
391;ELN049364-046;baslerh1;C16H9Cl2F3N4O;;C25H24Cl2F3N5O3;;;
392;ELN049364-047;baslerh1;C16H9Cl2F3N4O;;C20H15Cl2F3N4O2;;;
393;ELN049364-048;baslerh1;C16H9Cl2F3N4O;;C25H24Cl2F3N5O3;;;
394;ELN049364-049;baslerh1;C16H9Cl2F3N4O;;C24H22Cl2F3N5O3;;;
395;ELN049364-050;baslerh1;C16H9Cl2F3N4O;;C19H13Cl2F3N4O2;;;
396;ELN049364-051;baslerh1;C16H9Cl2F3N4O;;C25H24Cl2F3N5O3;;;
397;ELN049364-053;baslerh1;C10H9N;;C18H22N2O2;;;
398;ELN049364-052;baslerh1;C11H13NO3;;C12H15NO2;;;
399;ELN045639-120;stenzhoy;C14H10N2O3;;C13H8N2O3;;;
400;ELN045639-121;stenzhoy;C10H9N;;C11H11NO;;;
401;ELN049364-057;baslerh1;C10H9N;;C19H24N2O2;;;
402;ELN040616-214;wolfardj;C11H13NO3;;C12H15NO2;;;
403;ELN040616-215;wolfardj;C11H11NO;;C12H11F2NO;;;
404;ELN045639-123;stenzhoy;C10H9N;;C11H11NO;;;
405;ELN040616-216;wolfardj;C11H11NO;;C12H11F2NO;;;
406;ELN040616-217;wolfardj;C11H11NO;;C12H11F2NO;;;
407;ELN040616-218;wolfardj;C11H11NO;;C12H10F3NO;;;
408;ELN045639-125;stenzhoy;C10H9N;;C11H11NO;;;
409;ELN045639-126;stenzhoy;C10H9N;;C11H11NO;;;
410;ELN045639-124;stenzhoy;C11H11NO;;C15H18N2O;;;
411;ELN045639-127;stenzhoy;C10H9N;;C11H11NO;;;
412;ELN045639-129;stenzhoy;C11H11NO;;C15H18N2O;;;
413;ELN045639-130;stenzhoy;C11H10ClN3O2;;C15H16ClN3O3;;;
414;ELN045639-131;stenzhoy;C15H9Cl2F2N5O;;C19H15Cl2F2N5O2;;;
415;ELN045639-132;stenzhoy;C15H9Cl2F2N5O;;C19H15Cl2F2N5O2;;;
416;ELN045639-128;stenzhoy;C9H11BrN2O;;C9H12BBrN2O3;;;
417;ELN045639-133;stenzhoy;C16H11Cl2F2N5O;;C20H17Cl2F2N5O2;;;
418;ELN045639-134;stenzhoy;C16H11Cl2F2N5O;;C27H22Cl2F2N6O3;;;
419;ELN045639-137;stenzhoy;C17H25BN2O3;;C11H15BN2O3;;;
420;ELN045639-138;stenzhoy;C17H25BN2O3;;C11H15BN2O3;;;
421;ELN045639-139;stenzhoy;C11H15BN2O3;C15H10ClF2N3O;C26H22ClF2N5O2;;;
422;ELN045639-140;stenzhoy;C15H8Cl2F3N5O;;C19H14Cl2F3N5O2;;;
423;ELN045639-141;stenzhoy;C16H11Cl2F2N5O;;C20H17Cl2F2N5O2;;;
424;ELN045639-142;stenzhoy;C16H11Cl2F2N5O;;C27H22Cl2F2N6O3;;;
425;ELN045639-143;stenzhoy;C15H8Cl2F3N5O;;C19H14Cl2F3N5O2;;;
426;ELN045639-144;stenzhoy;C15H8Cl2F3N5O;;C27H21Cl2F3N6O4;;;
427;ELN040616-223;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
428;ELN045639-147;stenzhoy;C15H9Cl2F2N5O;;C19H15Cl2F2N5O2;;;
429;ELN045639-148;stenzhoy;C15H9Cl2F2N5O;;C19H15Cl2F2N5O2;;;
430;ELN045639-149;stenzhoy;C15H9Cl2F2N5O;;C26H20Cl2F2N6O3;;;
431;ELN045639-150;stenzhoy;C15H9Cl2F2N5O;;C23H22Cl2F2N6O3;;;
432;ELN040616-224;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
433;ELN040616-225;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
434;ELN040616-226;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
435;ELN045639-151;stenzhoy;C15H9Cl2F2N5O;;C24H24Cl2F2N6O3;;;
436;ELN045639-152;stenzhoy;C15H9Cl2F2N5O;;C24H24Cl2F2N6O4;;;
437;ELN045639-153;stenzhoy;C15H9Cl2F2N5O;;C23H22Cl2F2N6O3;;;
438;ELN045639-154;stenzhoy;C17H11Cl2F3N4O;;C25H24Cl2F3N5O3;;;
439;ELN040616-227;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
440;ELN040616-228;wolfardj;C4H2Cl2N2;;C6H6Cl2N2;;;
441;ELN040616-229;wolfardj;C5H5ClN2;;C7H9ClN2;;;
442;ELN040616-230;wolfardj;C5H6N2;;C7H10N2;;;
443;ELN040616-231;wolfardj;C4H2Cl2N2;;C12H15Cl2N3O2;C8H7Cl2N3O2;C7H7Cl2N3;
444;ELN040616-232;wolfardj;C5H5ClN2;;C13H18ClN3O2;C9H10ClN3O2;C8H10ClN3;
445;ELN040616-233;wolfardj;C5H6N2;;C13H19N3O2;C9H11N3O2;C8H11N3;
446;ELN045639-155;stenzhoy;C16H10Cl2F2N4O;;C24H23Cl2F2N5O3;;;
447;ELN045639-156;stenzhoy;C15H9Cl2F2N5O;;C23H22Cl2F2N6O3;;;
448;ELN045639-157;stenzhoy;C15H10ClF2N3O;;C21H21BClF2N3O3;;;
449;ELN045639-158;stenzhoy;C23H22Cl2F2N6O3;;C18H14Cl2F2N6O;;;
450;ELN045639-159;stenzhoy;C15H9Cl2F2N5O;;C23H22Cl2F2N6O3;;;
451;ELN045639-160;stenzhoy;C21H21BClF2N3O3;;C15H9BrClF2N3O;;;
452;ELN045639-161;stenzhoy;C23H22Cl2F2N6O3;;C18H14Cl2F2N6O;;;
453;ELN040616-235;wolfardj;C5H5ClN2;C14H15NO4;C18H18ClN3O2;;;
454;ELN040616-236;wolfardj;C5H5ClN2;C11H17NO4;C15H20ClN3O2;;;
455;ELN045639-164;stenzhoy;C17H25BN2O3;;C11H15BN2O3;;;
456;ELN045639-165;stenzhoy;C11H15BN2O3;C15H10ClF2N3O;C26H22ClF2N5O2;;;
457;ELN045639-167;stenzhoy;C13H14ClN3O3;;C21H27ClN4O5;;;
458;ELN045639-169;stenzhoy;C13H14ClN3O3;;C21H27ClN4O5;;;
459;ELN040616-240;wolfardj;C4H2Cl2N2;;C17H15Cl2N3O2;;;
460;ELN040616-241;wolfardj;C4H2Cl2N2;;C14H17Cl2N3O2;C10H9Cl2N3O2;C9H9Cl2N3;
461;ELN045639-172;stenzhoy;C15H10ClF2N3O;;C20H18ClF2N3O2;;;
462;ELN045639-174;stenzhoy;C15H9Cl2F2N5O;;C27H22Cl2F2N6O3;;;
463;ELN045639-175;stenzhoy;C8H8ClNO2;;C16H21ClN2O4;;;
464;ELN050794-001;loretans;C5H4ClN;;C7H6F3NO;;;
465;ELN045639-176;stenzhoy;C8H8ClNO2;;C16H21ClN2O4;;;
466;ELN045639-177;stenzhoy;C8H8ClNO2;;C16H21ClN2O4;;;
467;ELN045639-182;stenzhoy;C24H24BClFN5O3;C30H34BClFN5O3;C24H23ClFN5O2;;;
468;ELN045639-183;stenzhoy;C24H24BClFN5O3;;C24H24BClFN5O3;C30H34BClFN5O3;;
469;ELN045639-184;stenzhoy;C22H19ClFN3O3S;;C26H25ClFN3O4S;;;
470;ELN040616-244;wolfardj;C5H4ClN;;C7H6F3NO;;;
471;ELN040616-245;wolfardj;C5H4ClN;;C7H6F3NO;;;
472;ELN040616-246;wolfardj;C11H9NO2;;C20H24N2O4;;;
473;ELN040616-247;wolfardj;C11H9NO2;;C20H24N2O4;;;
474;ELN045639-185;stenzhoy;C22H19ClFN3O3S;;C26H25ClFN3O4S;;;
475;ELN045639-186;stenzhoy;C15H10ClF2N3O;;C26H23ClF2N4O3;;;
476;ELN040616-248;wolfardj;C5H4ClN;;C7H6F3NO;;;
477;ELN040616-249;wolfardj;C5H4ClN;;C7H6F3NO;;;
478;ELN040616-250;wolfardj;C11H9NO2;;C20H24N2O4;C16H16N2O4;C15H16N2O2;
479;ELN040616-251;wolfardj;C11H9NO2;;C20H24N2O4;C16H16N2O4;C15H16N2O2;
480;ELN050794-002;loretans;C11H9NO2;;C20H24N2O4;C16H16N2O4;C15H16N2O2;
481;ELN050794-003;loretans;C6H3ClN2;;C8H5F3N2O;;;
482;ELN040616-252;wolfardj;C11H9NO2;;C20H24N2O4;C16H16N2O4;C15H16N2O2;
483;ELN040616-253;wolfardj;C11H9NO2;;C20H24N2O4;C16H16N2O4;C15H16N2O2;
484;ELN050794-004;loretans;C8H5F3N2O;;C8H8F3N3O2;;;
485;ELN050794-005;loretans;C8H8F3N3O2;;C13H14F3N3O2;C13H16F3N3O3;;
486;ELN045639-187;stenzhoy;C8H8ClNO2;;C16H21ClN2O4;C12H13ClN2O4;C11H13ClN2O2;
487;ELN045639-190;stenzhoy;C10H14;;C14H21N;;;
488;ELN045639-192;stenzhoy;C25H31BClFO4;C19H21BClFO4;C19H20ClFO3;;;
489;ELN045639-191;stenzhoy;C10H14;;C14H21N;;;
490;ELN040616-255;wolfardj;C6H3BrN2;;C9H8N2;;;
491;ELN050794-006;loretans;C8H5F3N2O;;C8H8F3N3O2;;;
492;ELN050794-007;loretans;C8H8F3N3O2;;C13H14F3N3O2;C13H16F3N3O3;;
493;ELN050794-008;loretans;C6H3ClN2;;C8H5F3N2O;;;
494;ELN045639-194;stenzhoy;C16H17BCl3F2N3O4;;C16H16Cl3F2N3O3;;;
495;ELN045639-195;stenzhoy;C15H17F2N3O2;;C21H28BF2N3O4;C15H18BF2N3O4;;
496;ELN045639-196;stenzhoy;C17H15BF3NO6;;C17H14F3NO5;;;
497;ELN045639-197;stenzhoy;C25H31BClFO4;C19H21BClFO4;C20H19ClFNO2;;;
498;ELN045639-198;stenzhoy;C24H24BClFN5O3;C30H34BClFN5O3;C24H23ClFN5O2;;;
499;ELN050794-009;loretans;C8H5F3N2O;;C8H8F3N3O2;;;
500;ELN050794-010;loretans;C6H3ClN2;;C7H6N2O;;;
501;ELN045639-199;stenzhoy;C15H17F2N3O2;;C21H28BF2N3O4;C15H18BF2N3O4;;
502;ELN045639-201;stenzhoy;C24H24BClFN5O3;C30H34BClFN5O3;C24H23ClFN5O2;;;
503;ELN045639-204;stenzhoy;C25H31BClFO4;C19H21BClFO4;C20H19ClFNO2;;;
504;ELN045639-205;stenzhoy;C16H18BF3N2O2;C10H8BF3N2O2;C10H7F3N2O;;;
505;ELN045639-206;stenzhoy;C13H18BNO3;C19H28BNO3;C13H17NO2;;;
506;ELN045639-207;stenzhoy;C25H31BClFO4;C19H21BClFO4;C20H19ClFNO2;;;
507;ELN040616-258;wolfardj;C4H2Br2N2;;C9H12Br2N2O;;;
508;ELN050794-011;loretans;C7H6N2O;;C7H9N3O2;;;
509;ELN050794-012;loretans;C6H3ClN2;;C7H6N2O;;;
510;ELN050794-014;loretans ;C8H8F3N3O2;;C13H14F3N3O2;C13H16F3N3O3;;
511;ELN045639-208;stenzhoy;C15H10ClF2N3O;;C21H21BClF2N3O3;C15H11BClF2N3O3;;
512;ELN045639-209;stenzhoy;C19H20ClFO2;;C25H31BClFO4;C19H21BClFO4;;
513;ELN045639-210;stenzhoy;C18H22N2O;;C24H33BN2O3;C18H23BN2O3;;
514;ELN040616-259;wolfardj;C4H2Br2N2;;C9H12Br2N2O;;;
515;ELN050794-013;loretans ;C10H9N;;C13H19BN2;;;
516;ELN050794-015;loretans;C7H6N2O;;C7H9N3O2;;;
517;ELN045636-215;stenzhoy;C17H19BClFN2O3;;C11H8ClFN2O2;;;
518;ELN045636-219;stenzhoy;C24H23ClFN5O;;C27H34BClFN6O;;;
519;ELN050794-016;loretans ;C10H9N;;C13H19BN2;;;
520;ELN050794-017;loretans ;C5H5NO;;C6H4F3NO;;;
521;ELN050794-018;loretans ;C6H7NO;;C7H6F3NO;;;
522;ELN045636-220;stenzhoy;C30H39BN8O4;C24H29BN8O4;C24H28N8O3;;;
523;ELN045636-224;stenzhoy;C24H26BFIN3O3;C18H16BFIN3O3;C18H15FIN3O2;;;
524;ELN045636-225;stenzhoy;C15H17BBrF3N2O2;C9H7BBrF3N2O2;C9H6BrF3N2O;;;
525;ELN040616-263;wolfardj;C5H5NO;;C6H4F3NO;;;
526;ELN040616-264;wolfardj;C6H7NO;;C7H6F3NO;;;
527;ELN040616-265;wolfardj;C5H5NO;;C13H18N2O3;;;
528;ELN040616-266;wolfardj;C5H5NO;;C13H18N2O3;;;
529;ELN040616-267;wolfardj;C6H7NO;;C10H13NO;;;
530;ELN040616-268;wolfardj;C6H7NO;;C10H13NO;;;
531;ELN040616-269;wolfardj;C5H5BrN2;;C10H15BrN2O;;;
532;ELN050794-019;loretans;C7H9N3O2;;C12H15N3O2;;;
533;ELN050794-020;loretans;C6H7NO;;C7H6F3NO;;;
534;ELN050794-021;loretans;C6H7NO;;C7H6F3NO;;;
535;ELN040616-270;wolfardj;C6H3ClN2;;C6H6ClN3O;;;
536;ELN040616-271;wolfardj;C7H6N2O;;C7H9N3O2;;;
537;ELN045639-233;stenzhoy;C18H21NO2;;C22H27NO3;;;
538;ELN045639-234;stenzhoy;C18H21NO2;;C22H27NO3;;;
539;ELN040616-272;wolfardj;C6H6ClN3O;;C11H12ClN3O;C11H14ClN3O2;;
540;ELN040616-273;wolfardj;C7H9N3O2;;C12H15N3O2;C12H17N3O3;;
541;ELN040616-274;wolfardj;C31H27ClFO2S2;;C20H19ClFNO2;;;
542;ELN045639-235;stenzhoy;C23H25N5O3;;C27H31N5O4;;;
543;ELN045639-236;stenzhoy;C18H21NO2;;C22H27NO3;;;
544;ELN050794-022;loretans ;C7H9N3O2;;C12H15N3O2;C12H17N3O3;;
545;ELN050794-023;loretans ;C6H3ClN2;;C7H6N2O;;;
546;ELN040616-275;wolfardj;C6H3ClN2;;C6H6ClN3O;;;
547;ELN045639-240;stenzhoy;C6H4BrCl;;C18H18ClNO;;;
548;ELN045639-241;stenzhoy;C6H4BrCl;;C18H18ClNO;;;
549;ELN045639-245;stenzhoy;C10H9N;;C13H19BN2;;;
550;ELN040616-277;wolfardj;C19H20ClFO2;;C19H19BrClFO2;;;
551;ELN040616-279;wolfardj;C19H20ClFO2;;C19H19Cl2FO2;;;
552;ELN045639-244;stenzhoy;C24H35NO2Si;;C28H41NO2Si;C32H47NO2Si;;
553;ELN045639-248;stenzhoy;C10H10BN;;C10H9NO;;;
554;ELN040616-280;wolfardj;C19H20ClFO2;;C19H19BrClFO2;;;
555;ELN040616-281;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
556;ELN040616-282;wolfardj;C19H19BrClFO2;;C23H24ClFN2O2;;;
557;ELN050794-029;loretans;C6H4OF2;;C6H4F2O4S;;;
558;ELN040616-286;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
559;ELN040616-287;wolfardj;C19H19BrClFO2;;C23H24ClFN2O2;;;
560;ELN050794-028;loretans;C6H4OF2;;C8H5Cl3F2O4S;;;
561;ELN040616-288;wolfardj;C19H20ClFO2;;C19H19BrClFO2;;;
562;ELN040616-290;wolfardj;C33H26ClF4O3S2;;C22H21ClF4O5S;;;
563;ELN040616-291;wolfardj;C19H19BrClFO2;;C27H33ClFNO4;C23H25ClFNO4;C22H25ClFNO2;
564;ELN050794-031;loretans ;C6H4OF2;;C6H4F2O4S;;;
565;ELN050794-032;loretans;C6H4OF2;;C8H5Cl3F2O4S;;;
566;ELN045639-268;stenzhoy;C71H115ClN12O16;;C79H118ClN13O18;;;
567;ELN040616-292;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
568;ELN040616-293;wolfardj;C19H19BrClFO2;;C22H24ClFO3;;;
569;ELN040616-294;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
570;ELN040616-295;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
571;ELN040616-298;wolfardj;C33H26ClF4O3S2;;C22H21ClF4O5S;;;
572;ELN050794-033;loretans;C6H4OF2;;C8H5Cl3F2O4S;C6H4F2O4S;;
573;ELN040616-299;wolfardj;C13H9ClFIO;;C17H17ClFNO;;;
574;ELN040616-300;wolfardj;C13H9ClFIO;;C17H17ClFNO2;;;
575;ELN040616-301;wolfardj;C19H19BrClFO2;;C23H27ClFNO2;;;
576;ELN040616-302;wolfardj;C19H19BrClFO2;;C27H33ClFNO4;C23H25ClFNO4;C22H25ClFNO2;
577;ELN040616-303;wolfardj;C13H9ClFIO;;C17H17ClFNO2;;;
578;ELN040616-304;wolfardj;C13H9ClFIO;;C17H17ClFNO2;;;
579;ELN040616-305;wolfardj;C13H9ClFIO;;C22H25ClFNO4;C18H17ClFNO4;C17H17ClFNO2;
580;ELN050794-035;loretans;C19H20ClFO2;;C19H19BrClFO2;;;
581;ELN050794-038;loretans;C19H20ClFO2;;C19H19ClFIO2;;;
582;ELN050794-036;loretans;C13H9ClFIO;;C22H25ClFNO3 ;C18H17ClFNO3;C17H17ClFNO;
583;ELN050794-037;loretans;C19H19BrClFO2;;C28H35ClFNO4;C24H27ClFNO4;C23H27ClFNO2;
584;ELN050794-039;loretans;C19H19BrClFO2;;C24H23ClFN3O2;;;
585;ELN050794-040;loretans ;C19H19BrClFO2;;C22H21ClFNO3;;;
586;ELN040616-306;wolfardj;C19H19BrClFO2;;C22H23ClFN3O2;;;
587;ELN040616-307;wolfardj;C19H19BrClFO2;;C27H30ClFN2O4;C23H22ClFN2O4;C22H22ClFN2O2;
588;ELN040616-308;wolfardj;C19H19BrClFO2;;C27H30ClFN2O4;C23H22ClFN2O4;C22H22ClFN2O2;
589;ELN040616-309;wolfardj;C27H30ClFN2O4;;C22H22ClFN2O2;;;
590;ELN040616-310;wolfardj;C27H30ClFN2O4;;C22H22ClFN2O2;;;
591;ELN040616-313;wolfardj;C19H19BrClFO2;;C22H23ClFN3O2;;;
592;ELN050794-041;loretans ;C16H21BF3N3O3S;;C16H20F3N3O2S;;;
593;ELN040616-314;wolfardj;C6H4OF2;;C6H4F2O4S;;;
594;ELN040616-315;wolfardj;C7H6BrNO2;;C10H11NO3;;;
595;ELN040616-316;wolfardj;C7H6BrNO2;;C10H11NO2;;;
596;ELN040616-317;wolfardj;C7H6BrNO2;;C10H11NO3;;;
597;ELN050794-042;loretans;C22H25ClFNO3;;C17H17ClFNO;;;
598;ELN040616-318;wolfardj;C7H6BrNO2;;C11H11F2NO2;;;
599;ELN040616-319;wolfardj;C7H6BrNO2;;C11H11F2NO2;;;
600;ELN040616-320;wolfardj;C14H14BrF2N3O2;;C18H19F4N3O2;;;
601;ELN050794-043;loretans ;C19H20ClFO2;;C19H19BrClFO2;;;
602;ELN050794-044;loretans ;C18H12Cl2N2O;;C18H13BCl2N2O3;;;
603;ELN050794-045;loretans ;C16H16Cl3F2N3O2;;C16H17BCl3F2N3O4;;;
604;ELN050794-046;loretans ;C18H13BCl2N2O3;;C18H12Cl2N2O2;;;
605;ELN050794-047;loretans ;C16H17BCl3F2N3O4;;C16H16Cl3F2N3O3;;;
606;ELN050794-048;loretans ;C12H14O2;;C18H18FNO2;;;
607;ELN040616-321;wolfardj;C14H14BrF2N3O2;;C17H19F2N3O3;;;
608;ELN040616-322;wolfardj;C14H14BrF2N3O2;;C18H21F2N3O3;;;
609;ELN045639-309;stenzhoy;C18H18FNO2;;C21H24FNO2;C21H26FNO2;;
610;ELN045639-310;stenzhoy;C18H18FNO2;;C25H31FN2O4;C20H23FN2O2;C20H25FN2O2;
611;ELN045639-311;stenzhoy;C18H18FNO2;;C21H24FNO3;;;
612;ELN040616-325;wolfardj;C19H19BrClFO2;;C22H23ClFN3O2;;;
613;ELN040616-326;wolfardj;C19H19BrClFO2;;C24H23ClFN3O2;;;
614;ELN040616-327;wolfardj;C19H19BrClFO2;;C23H24ClFN2O2;;;
615;ELN040616-324;wolfardj;C19H19BrClFO2;;C22H23ClFN3O2;;;
616;ELN040616-328;wolfardj;C19H19BrClFO2;;C22H23ClFN3O2;;;
617;ELN052060-001;boddya;C19H19BrClFO2;;C23H24ClFN2O2;;;
618;ELN052060-002;boddya;C19H19BrClFO2;;C24H23ClFN3O2;;;
619;ELN050794-049;loretans ;C12H16O2;;C19H20ClFO2;;;
620;ELN045639-312;stenzhoy;C18H18FNO2;;C21H24FNO3;;;
621;ELN045639-313;stenzhoy;C18H18FNO2;;C21H24FNO3;;;
622;ELN045639-314;stenzhoy;C6H5ClN4O;;C12H13ClF2N4O;;;
623;ELN045639-315;stenzhoy;C6H5ClN4O;;C12H13ClF2N4O;;;
624;ELN045639-316;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
625;ELN045639-317;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
626;ELN050794-050;loretans ;C19H20ClFO2;;C19H19BrClFO2;;;
627;ELN052060-003;boddya;C7H7Br;C5H9BrO;C12H16O;;;
628;ELN045639-318;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
629;ELN045639-319;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
630;ELN045639-321;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
631;ELN052060-004;boddya;C19H19BrClFO2;;C24H28ClFO3;;;
632;ELN052060-005;boddya;C19H19BrClFO2;;C27H33ClFNO4;C22H25ClFNO2;;
633;ELN045639-322;stenzhoy;C7H8N2O2;;C12H16N2O3;;;
634;ELN052060-006;boddya;C19H20ClFO2;;C31H27ClFO2S2;;;
635;ELN052060-007;boddya;C19H20ClFO2;;C31H27ClFO2S2;;;
636;ELN052060-008;boddya;C19H19BrClFO2;;C27H33ClFNO4;C22H25ClFNO2;;
637;ELN045639-326;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
638;ELN045639-327;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
639;ELN045639-328;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
640;ELN050794-051;loretans;C12H14O2;;C19H18ClFO2;;;
641;ELN052060-009;boddya;C19H19BrClFO2;;C24H28ClFO3;;;
642;ELN052060-010;boddya;C19H19BrClFO2;;C29H37ClFNO4;C24H29ClFNO2;;
643;ELN050794-052;loretans;C19H18ClFO2;;C19H20ClFO2;;;
644;ELN045639-329;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
645;ELN040616-329;wolfardj;C19H19BrClFO2;;C22H24ClFO2;;;
646;ELN040616-330;wolfardj;C19H19BrClFO2;;C30H39ClFNO4;C25H31ClFNO2;;
647;ELN052060-011;boddya;C19H18ClFO2;;C31H25ClFO2S2;;;
648;ELN045639-330;stenzhoy;C7H7BrN2O2;;C12H15BrN2O3;;;
649;ELN052298-001;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
650;ELN052298-002;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
651;ELN052298-003;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
652;ELN052060-012;boddya;C19H18ClFO2;;C31H25ClFO2S2;;;
653;ELN050794-053;loretans;C19H20ClFO2;;C19H19BrClFO2;;;
654;ELN040616-331;wolfardj;C19H19BrClFO2;;C30H39ClFNO4;C25H31ClFNO2;;
655;ELN040616-332;wolfardj;C19H19BrClFO2;;C27H33ClFNO4;C22H25ClFNO2;;
656;ELN050794-054;loretans;C6H3ClF2O2S;;C6H6F2N2O2S;;;
657;ELN045639-331;stenzhoy;C19H20ClFO2;;C20H19ClF4O;;;
658;ELN052060-013;boddya;C19H20ClFO2;;"C20H20ClF3O	";;;
659;ELN052060-014;boddya;C19H18ClFO2;;C31H25ClFO2S2;;;
660;ELN045639-333;stenzhoy;C18H18FNO2;;C23H27FN2O4;C18H19FN2O2;;
661;ELN052298-004;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
662;ELN052298-005;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
663;ELN052298-006;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
664;ELN052298-007;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
665;ELN045639-332;stenzhoy;C19H19BrClFO2;;C20H22ClFO2;;;
666;ELN040616-333;wolfardj;C7H7ClO2S;;C10H14N2O2S;;;
667;ELN052298-008;martj336;C19H19BrClFO2;;C24H26ClFN2O2;;;
668;ELN052298-009;martj336;C19H19BrClFO2;;C22H24ClFO3;;;
669;ELN052298-010;martj336;C19H19BrClFO2;;C22H24ClFO3;;;
670;ELN052298-011;martj336;C19H19BrClFO2;;C22H24ClFO3;;;
671;ELN052060-015;boddya;C31H25ClFO2S2;;C20H17ClFNO2;;;
672;ELN052060-016;boddya;C31H25ClFO2S2;;C25H22ClFO4S;;;
673;ELN052060-017;boddya;C20H29N3O3S;;C20H28IN3O3S;C18H25N3O3S;;
674;ELN050794-057;loretans;C21H32BNO6;;C15H21NO5;;;
