User;ELN ID;IPC no.;Duration (h);LC-MS method (min);LC-MS instrument;LC-MS file name;IPC result
;ELN045639-039;1;1;2;MSA_92_542;MSA-23-01970;
;ELN045639-040;1;1;2;MSA_92_542;MSA-23-01970;
;ELN040616-137;1;1;2;MSA_92_542;MSA-23-01971;
;ELN040616-138;1;1;2;MSA_92_542;MSA-23-01971;
;ELN045639-039;2;18;2;MSA_92_542;MSA-23-01974;
;ELN045639-040;2;18;2;MSA_92_542;MSA-23-01974;
;ELN040616-137;2;18;2;MSA_92_542;MSA-23-01975;
;ELN040616-138;2;18;2;MSA_92_542;MSA-23-01975;
;ELN040616-139;1;1;2;MSA_92_542;MSA-23-01981;
;ELN040616-140;1;1;2;MSA_92_542;MSA-23-01981;
;ELN040616-139;2;18;2;MSA_92_542;MSA-23-01984;
;ELN040616-140;2;18;2;MSA_92_542;MSA-23-01984;
;ELN045639-041;1;1;2;MSA_92_542;MSA-23-01990;
;ELN045639-042;1;1;2;MSA_92_542;MSA-23-01990;
;ELN045639-041;2;18;2;MSA_92_542;MSA-23-01994;
;ELN045639-042;2;18;2;MSA_92_542;MSA-23-01994;
;ELN045639-043;1;1;2;MSA_92_542;MSA-23-01997;
;ELN045639-044;1;1;2;MSA_92_542;MSA-23-01997;
;ELN045639-045;1;1;2;MSA_92_542;MSA-23-01997;
;ELN045639-043;2;18;2;MSA_92_542;MSA-23-02002;
;ELN045639-044;2;18;2;MSA_92_542;MSA-23-02002;
;ELN045639-045;2;18;2;MSA_92_542;MSA-23-02002;
;ELN045639-046;1;1;2;MSA_92_542;MSA-23-02013;
;ELN045639-047;1;1;2;MSA_92_542;MSA-23-02013;
;ELN045639-048;1;1;2;MSA_92_542;MSA-23-02013;
;ELN045639-046;2;18;2;MSA_92_542;MSA-23-02014;no conversion
;ELN045639-047;2;18;2;MSA_92_542;MSA-23-02014;no conversion
;ELN045639-048;2;18;2;MSA_92_542;MSA-23-02014;small Product peak
;ELN045639-049;1;1;2;MSA_92_542;MSA-23-02022;
;ELN045639-050;1;1;2;MSA_92_542;MSA-23-02022;
;ELN045639-051;1;1;2;MSA_92_542;MSA-23-02020;
;ELN045639-049;2;18;2;MSA_92_542;MSA-23-02025;no conversion
;ELN045639-050;2;18;2;MSA_92_542;MSA-23-02025;mono-a dn dialkylated products
;ELN045639-051;2;18;2;MSA_92_542;MSA-23-02026;full conversion
;ELN045639-052;1;1;2;MSA_92_542;MSA-23-02035;50% SM left
;ELN046464-038;1;1;2;MSA_92_542;MSA-23-02036;SM/P (90/10) + one side product
;ELN046464-039;1;1;2;MSA_92_542;MSA-23-02036;SM/P (90/10) + two side products
;ELN045639-052;2;2;2;MSA_92_542;MSA-23-02037;30% SM left
;ELN045639-052;3;3;2;MSA_92_542;MSA-23-02038;25% SM left
;ELN045639-052;4;4;2;MSA_92_542;MSA-23-02040;
;ELN046464-038;2;5;2;MSA_92_542;MSA-23-02044;SM/P (58/42) + two side products
;ELN046464-039;2;5;2;MSA_92_542;MSA-23-02044;SM/P (82/18) + two side products
;ELN046464-040;1;3;2;MSA_92_542;MSA-23-02044;SM/P (79/21) + one side product
;ELN045639-053;1;1;2;MSA_92_542;MSA-23-02046;
;ELN045639-054;1;1;2;MSA_92_542;MSA-23-02046;
;ELN045639-053;2;18;2;MSA_92_542;MSA-23-02047;
;ELN045639-054;2;18;2;MSA_92_542;MSA-23-02047;
;ELN046464-038;3;22;2;MSA_92_542;MSA-23-02049;SM/P (58/42) + two side products
;ELN046464-039;3;22;2;MSA_92_542;MSA-23-02049;SM/P (84/16) + two side products
;ELN046464-040;2;20;2;MSA_92_542;MSA-23-02049;SM/P (55/45) + four side products
;ELN046464-041;1;16;2;MSA_92_542;MSA-23-02049;no product, SM + side product 
;ELN046464-042;1;2;2;MSA_92_542;MSA-23-02059;
;ELN040616-141;1;18;2;MSA_92_542;MSA-23-02059;
;ELN040616-142;1;18;2;MSA_92_542;MSA-23-02059;
;ELN040616-143;1;18;2;MSA_92_542;MSA-23-02059;
;ELN046464-042;2;20;2;MSA_92_542;MSA-23-02061;SM/P (83/17) + two side products
;ELN045639-055;1;2;2;MSA_92_542;MSA-23-02064;full conversion
;ELN046464-043;1;2;2;MSA_92_542;MSA-23-02066;SM/P (78/22) + one side product, 11% yield according to IS
;ELN046464-043;2;4;2;MSA_92_542;MSA-23-02067;SM/P (44/56) + one side product, 19% yield according to IS
;ELN040616-144;1;18;2;MSA_92_542;MSA-23-02068;
;ELN040616-145;1;18;2;MSA_92_542;MSA-23-02068;
;ELN040616-146;1;18;2;MSA_92_542;MSA-23-02068;
;ELN040616-147;1;18;2;MSA_92_542;MSA-23-02068;
;ELN046464-043;3;18;2;MSA_92_542;MSA-23-02070;SM/P (29/71) + two side products, 16% yield according to IS
;ELN046464-044;1;18;2;MSA_92_542;MSA-23-02070;SM/P (13/87) + two side products
;ELN046464-045;1;18;2;MSA_92_542;MSA-23-02070;SM/P (39/61) + two side products, 16% yield according to IS
;ELN046464-044;2;19;2;MSA_92_542;MSA-23-02072;SM/P (15/85) + two side products, 13% yield according to IS
;ELN046464-045;2;19;2;MSA_92_542;MSA-23-02072;SM/P (40/60) + two side products, 12% yield according to IS
;ELN046464-046;1;1;2;MSA_92_542;MSA-23-02076;SM/P (98/2) + one side product, 3% yield according to IS
;ELN040616-148;1;1;2;MSA_92_542;MSA-23-02077;
;ELN040616-149;1;1;2;MSA_92_542;MSA-23-02077;
;ELN040616-150;1;1;2;MSA_92_542;MSA-23-02077;
;ELN046464-046;2;5;2;MSA_92_542;MSA-23-02078;SM/P (87/13) + a lot of side products, 10% yield according to IS
;ELN040616-148;2;18;2;MSA_92_542;MSA-23-02080;
;ELN040616-149;2;18;2;MSA_92_542;MSA-23-02080;
;ELN040616-150;2;18;2;MSA_92_542;MSA-23-02080;
;ELN046464-046;3;21;2;MSA_92_542;MSA-23-02081;SM/P (16/84) + a lot of side products, 10% yield according to IS
;ELN046464-047;1;5;2;MSA_92_542;MSA-23-02082;SM/P (48/52) + 2 side products
;ELN046464-047;2;24;2;MSA_92_542;MSA-23-02086;SM/P (24/76) + 2 side products
;ELN046464-048;1;1;2;MSA_92_542;MSA-23-02088;SM/P/side P 80/10/10
;ELN046464-049;1;1;2;MSA_92_542;MSA-23-02088;SM/P/side P 88/3/9
;ELN046464-048;2;2;2;MSA_92_542;MSA-23-02089;SM/P/side P 61/25/14
;ELN046464-049;2;2;2;MSA_92_542;MSA-23-02089;SM/P/side P 87/4/9
;ELN046464-048;3;3;2;MSA_92_542;MSA-23-02090;SM/P/side P 46/34/20
;ELN046464-049;3;3;2;MSA_92_542;MSA-23-02090;SM/P/side P 76/6/18
;ELN046464-048;4;4;2;MSA_92_542;MSA-23-02091;SM/P/side P 32/40/28
;ELN046464-049;4;4;2;MSA_92_542;MSA-23-02091;SM/P/side P 69/9/22
;ELN045639-056;1;1;2;MSA_92_542;MSA-23-02094;
;ELN045639-057;1;1;2;MSA_92_542;MSA-23-02094;
;ELN046464-048;5;5;2;MSA_92_542;MSA-23-02093;SM/P/side P 20/36/44
;ELN046464-049;5;5;2;MSA_92_542;MSA-23-02093;SM/P/side P 52/13/35
;ELN046464-048;6;6;2;MSA_92_542;MSA-23-02096;SM/P/side P 13/44/43
;ELN046464-049;6;6;2;MSA_92_542;MSA-23-02096;SM/P/side P 40/20/40
;ELN046464-048;7;7;2;MSA_92_542;MSA-23-02097;SM/P/side P 10/43/47
;ELN046464-049;7;7;2;MSA_92_542;MSA-23-02097;SM/P/side P 34/23/43
;ELN046464-048;8;8;2;MSA_92_542;;
;ELN046464-049;8;8;2;MSA_92_542;;
;ELN045639-056;2;18;2;MSA_92_542;MSA-23-02099;
;ELN045639-057;2;18;2;MSA_92_542;MSA-23-02099;
;ELN046464-048;9;23;2;MSA_92_542;MSA-23-02102;SM/P/side P 3/38/59
;ELN046464-049;9;23;2;MSA_92_542;MSA-23-02102;SM/P/side P 3/32/65
;ELN046464-048;10;48;2;MSA_92_542;MSA-23-02105;
;ELN046464-049;10;48;2;MSA_92_542;MSA-23-02105;
;ELN046464-048;11;48;2;MSA_92_542;MSA-23-02105;
;ELN046464-049;11;48;2;MSA_92_542;MSA-23-02105;
;ELN040616-152;1;1;2;MSA_92_542;MSA-23-02125;
;ELN040616-151;1;18;2;MSA_92_542;MSA-23-02127;
;ELN040616-152;2;18;2;MSA_92_542;MSA-23-02127;
;ELN040616-153;1;4;2;MSA_92_542;MSA-23-02135;
;ELN040616-154;1;20;2;MSA_92_542;MSA-23-02139;
;ELN040616-155;1;16;2;MSA_92_542;MSA-23-02139;
;ELN040616-156;1;2;2;MSA_92_542;MSA-23-02144;
;ELN040616-158;2;72;2;MSA_92_542;MSA-23-02158;
;ELN045639-058;1;1;2;MSA_92_542;MSA-23-02171;
;ELN045639-059;1;1;2;MSA_92_542;MSA-23-02171;
;ELN045639-058;2;18;2;MSA_92_542;MSA-23-02170;
;ELN045639-059;2;18;2;MSA_92_542;MSA-23-02170;
;ELN046742-005;1;1;2;MSA_92_542;MSA-23-02179;
;ELN046742-006;1;1;2;MSA_92_542;MSA-23-02179;
;ELN046742-007;1;1;2;MSA_92_542;MSA-23-02179;
;ELN046742-005;2;4;2;MSA_92_542;MSA-23-02179;
;ELN046742-006;2;4;2;MSA_92_542;MSA-23-02179;
;ELN046742-007;2;4;2;MSA_92_542;MSA-23-02179;
;ELN046742-005;3;19;2;MSA_92_542;MSA-23-02180;
;ELN046742-006;3;19;2;MSA_92_542;MSA-23-02180;
;ELN046742-007;3;19;2;MSA_92_542;MSA-23-02180;
;ELN046464-050;1;15;2;MSA_92_542;MSA-23-02180;full conversion
;ELN045639-060;1;1;2;MSA_92_542;MSA-23-02186;
;ELN045639-060;2;2;2;MSA_92_542;MSA-23-02188;
;ELN040616-157;1;18;2;MSA_92_542;MSA-23-02191;
;ELN046464-051;1;6;2;MSA_92_542;MSA-23-02198;
;ELN046464-052;1;6;2;MSA_92_542;MSA-23-02198;
;ELN046464-051;2;22;2;MSA_92_542;MSA-23-02199;
;ELN046464-052;2;22;2;MSA_92_542;MSA-23-02199;
;ELN045639-061;1;1;2;MSA_92_542;MSA-23-02204;
;ELN045639-061;2;2;2;MSA_92_542;MSA-23-02206;
;ELN045639-062;1;0;2;MSA_92_542;MSA-23-02205;
;ELN045639-061;3;3;2;MSA_92_542;MSA-23-02208;
;ELN045639-062;2;1;2;MSA_92_542;MSA-23-02207;
;ELN045639-061;4;4;2;MSA_92_542;MSA-23-02209;
;ELN045639-062;3;2;2;MSA_92_542;MSA-23-02210;
;ELN045639-061;5;5;2;MSA_92_542;MSA-23-02210;
;ELN040616-159;1;1;2;MSA_92_542;MSA-23-02211;
;ELN040616-160;1;1;2;MSA_92_542;MSA-23-02211;
;ELN040616-161;1;1;2;MSA_92_542;MSA-23-02211;
;ELN045639-062;4;3;2;MSA_92_542;MSA-23-02212;
;ELN046464-053;1;8;2;MSA_92_542;MSA-23-02214;SM/P/ 15/85
;ELN040616-159;2;18;2;MSA_92_542;MSA-23-02216;
;ELN040616-160;2;18;2;MSA_92_542;MSA-23-02216;
;ELN040616-161;2;18;2;MSA_92_542;MSA-23-02216;
;ELN045639-062;5;19;2;MSA_92_542;MSA-23-02215;
;ELN047124-002;1;2;2;MSA_92_542;MSA-23-02221;
;ELN046464-053;2;25;2;MSA_92_542;MSA-23-02223;SM/P 15/85
;ELN047124-002;2;3;2;MSA_92_542;MSA-23-02225;
;ELN046464-056;1;1;2;MSA_92_542;MSA-23-02229;no product formation
;ELN046464-057;1;1;2;MSA_92_542;MSA-23-02229;no product formation
;ELN046464-058;1;1;2;MSA_92_542;MSA-23-02229;no product formation
;ELN045639-063;1;0;2;MSA_92_542;MSA-23-02230;
;ELN046464-056;2;16;2;MSA_92_542;MSA-23-02234;SM/P/side P 91/0/9
;ELN046464-057;2;16;2;MSA_92_542;MSA-23-02234;SM/P/side P 82/2/16
;ELN046464-058;2;16;2;MSA_92_542;MSA-23-02234;SM/P/side P 68/9/23
;ELN045639-063;2;1;2;MSA_92_542;MSA-23-02235;
;ELN047124-003;1;1;2;MSA_92_542;MSA-23-02238;
;ELN045639-063;3;2;2;MSA_92_542;MSA-23-02239;
;ELN045639-063;4;3;2;MSA_92_542;MSA-23-02240;
;ELN047124-003;2;3;2;MSA_92_542;MSA-23-02241;
;ELN045639-065;1;2;2;MSA_92_542;MSA-23-02242;
;ELN045639-063;5;4;2;MSA_92_542;MSA-23-02242;
;ELN045639-064;1;1;2;MSA_92_542;MSA-23-02243;
;ELN046464-059;1;3;2;MSA_92_542;MSA-23-02246;SM/P/side P 59/31/10
;ELN046464-060;1;2;2;MSA_92_542;MSA-23-02247;
;ELN046464-061;1;2;2;MSA_92_542;MSA-23-02247;
;ELN046464-062;1;2;2;MSA_92_542;MSA-23-02247;
;ELN046464-059;2;5;2;MSA_92_542;MSA-23-02247;SM/P/side P 45/39/16
;ELN045639-064;2;2;2;MSA_92_542;MSA-23-02245;
;ELN045639-064;3;18;2;MSA_92_542;MSA-23-02249;
;ELN045639-063;6;22;2;MSA_92_542;MSA-23-02248;
;ELN040616-162;1;18;2;MSA_92_542;MSA-23-02251;
;ELN046464-060;2;17;2;MSA_92_542;MSA-23-02253;SM/P/side P 88/0/12
;ELN046464-061;2;17;2;MSA_92_542;MSA-23-02253;SM/P/side P 76/4/20
;ELN046464-062;2;17;2;MSA_92_542;MSA-23-02253;SM/P/side P 59/3/38
;ELN046464-059;3;20;2;MSA_92_542;MSA-23-02253;SM/P/side P 19/51/30
;ELN047124-003;2;3;2;MSA_92_542;MSA-23-02260;
;ELN047124-004;1;1;2;MSA_92_542;MSA-23-02275;
;ELN047124-004;2;3;2;MSA_92_542;MSA-23-02277;
;ELN047124-004;3;4;2;MSA_92_542;MSA-23-02279;
;ELN045639-066;1;1;2;MSA_92_542;MSA-23-02282;
;ELN047124-004;4;5;2;MSA_92_542;MSA-23-02281;
;ELN047124-004;5;6;2;MSA_92_542;MSA-23-02283;
;ELN047124-004;6;22;2;MSA_92_542;MSA-23-02287;
;ELN045639-066;2;2;2;MSA_92_542;MSA-23-02284;
;ELN047124-005;1;1;2;MSA_92_542;MSA-23-02291;
;ELN047124-006;1;1;2;MSA_92_542;MSA-23-02291;
;ELN047147-001;1;23;2;MSA_92_542;MSA-23-02292;Loratidine-Boronic acid retention time: 0.89
;ELN047124-005;2;3;2;MSA_92_542;MSA-23-02294;
;ELN047124-006;2;3;2;MSA_92_542;MSA-23-02294;
;ELN047147-001;2;25;2;MSA_92_542;MSA-23-02296;Loratidine-OH retention time: 0.94
;ELN047124-005;3;4;2;MSA_92_542;MSA-23-02297;
;ELN047124-006;3;4;2;MSA_92_542;MSA-23-02297;
;ELN047124-005;4;5;2;MSA_92_542;MSA-23-02300;
;ELN047124-006;4;5;2;MSA_92_542;MSA-23-02300;
;ELN047124-005;5;22;2;MSA_92_542;MSA-23-02304;
;ELN047124-006;5;22;2;MSA_92_542;MSA-23-02304;
;ELN047124-007;1;1;2;MSA_92_542;MSA-23-02306;
;ELN047124-008;1;1;2;MSA_92_542;MSA-23-02306;
;ELN047124-007;2;3;2;MSA_92_542;MSA-23-02307;
;ELN047124-008;2;3;2;MSA_92_542;MSA-23-02307;
;ELN047124-009;1;1;2;MSA_92_542;MSA-23-02307;
;ELN047124-010;1;1;2;MSA_92_542;MSA-23-02307;
;ELN047124-007;3;4;2;MSA_92_542;MSA-23-02310;
;ELN047124-008;3;4;2;MSA_92_542;MSA-23-02310;
;ELN047124-009;2;3;2;MSA_92_542;MSA-23-02310;
;ELN047124-010;2;3;2;MSA_92_542;MSA-23-02310;
;ELN047124-007;4;5;2;MSA_92_542;MSA-23-02311;
;ELN047124-008;4;5;2;MSA_92_542;MSA-23-02311;
;ELN047124-009;3;4;2;MSA_92_542;MSA-23-02311;
;ELN047124-010;3;4;2;MSA_92_542;MSA-23-02311;
;ELN047124-007;5;22;2;MSA_92_542;MSA-23-02316;
;ELN047124-008;5;22;2;MSA_92_542;MSA-23-02316;
;ELN047124-009;4;20;2;MSA_92_542;MSA-23-02316;
;ELN047124-010;4;20;2;MSA_92_542;MSA-23-02316;
;ELN047124-011;1;3;2;MSA_92_542;MSA-23-02322;
;ELN047124-011;2;4;2;MSA_92_542;MSA-23-02323;
;ELN047124-011;3;21;2;MSA_92_542;MSA-23-02324;
;ELN045639-067;1;1;2;MSA_92_542;MSA-23-02330;
;ELN045639-068;1;1;2;MSA_92_542;MSA-23-02330;
;ELN045639-067;2;2;2;MSA_92_542;MSA-23-02331;
;ELN045639-068;2;2;2;MSA_92_542;MSA-23-02331;
;ELN045639-067;3;3;2;MSA_92_542;MSA-23-02332;
;ELN045639-068;3;3;2;MSA_92_542;MSA-23-02332;
;ELN045639-067;4;4;2;MSA_92_542;MSA-23-02333;
;ELN045639-068;4;4;2;MSA_92_542;MSA-23-02333;
;ELN045639-067;5;5;2;MSA_92_542;MSA-23-02334;
;ELN045639-068;5;5;2;MSA_92_542;MSA-23-02334;
;ELN045639-067;6;21;2;MSA_92_542;MSA-23-02337;
;ELN045639-068;6;21;2;MSA_92_542;MSA-23-02337;
;ELN045639-067;7;22;2;MSA_92_542;MSA-23-02338;
;ELN045639-068;7;22;2;MSA_92_542;MSA-23-02338;
;ELN045639-067;8;23;2;MSA_92_542;MSA-23-02339;
;ELN045639-068;8;23;2;MSA_92_542;MSA-23-02339;
;ELN045639-067;9;24;2;MSA_92_542;MSA-23-02340;
;ELN045639-068;9;24;2;MSA_92_542;MSA-23-02340;
;ELN047124-012;1;1;2;MSA_92_542;MSA-23-02345;
;ELN047124-013;1;1;2;MSA_92_542;MSA-23-02345;
;ELN047124-012;2;3;2;MSA_92_542;MSA-23-02346;
;ELN047124-013;2;3;2;MSA_92_542;MSA-23-02346;
;ELN047124-012;3;4;2;MSA_92_542;MSA-23-02347;
;ELN047124-013;3;4;2;MSA_92_542;MSA-23-02347;
;ELN047124-012;4;5;2;MSA_92_542;MSA-23-02348;
;ELN047124-013;4;5;2;MSA_92_542;MSA-23-02348;
;ELN047124-012;5;6;2;MSA_92_542;MSA-23-02349;
;ELN047124-013;5;6;2;MSA_92_542;MSA-23-02349;
;ELN047124-012;6;22;2;MSA_92_542;MSA-23-02350;not 100% converted
;ELN047124-013;6;22;2;MSA_92_542;MSA-23-02350;no product formation
;ELN045639-069;1;1;2;MSA_92_542;MSA-23-02357;
;ELN045639-069;2;2;2;MSA_92_542;MSA-23-02360;
;ELN047124-014;1;1;2;MSA_92_542;MSA-23-02359;
;ELN047124-014;2;2;2;MSA_92_542;MSA-23-02362;
;ELN045639-069;3;3;2;MSA_92_542;MSA-23-02364;
;ELN047124-014;3;3;2;MSA_92_542;MSA-23-02365;not 100% converted
;ELN047124-014;4;4;2;MSA_92_542;MSA-23-02368;not 100% converted, no difference to IPC3
;ELN046464-063;1;1;2;MSA_92_542;MSA-23-02371;SM/P 85/15
;ELN046464-063;2;2;2;MSA_92_542;MSA-23-02372;SM/P 55/45
;ELN046464-064;1;1;2;MSA_92_542;MSA-23-02372;SM/P 60/40
;ELN046464-065;1;1;2;MSA_92_542;MSA-23-02372;no signal
;ELN046464-066;1;1;2;MSA_92_542;MSA-23-02372;SM/P 70/30
;ELN046464-063;3;17;2;MSA_92_542;MSA-23-02374;SM/P 35/65
;ELN046464-064;2;16;2;MSA_92_542;MSA-23-02374;SM/P 40/60
;ELN046464-065;2;16;2;MSA_92_542;MSA-23-02374;SM/P 36/64
;ELN046464-066;2;16;2;MSA_92_542;MSA-23-02374;SM/P 55/44
;ELN046464-063;4;18;2;MSA_92_542;MSA-23-02375;SM/P 22/78
;ELN047124-015;1;1;2;MSA_92_542;MSA-23-02376;
;ELN047124-016;1;1;2;MSA_92_542;MSA-23-02376;
;ELN047124-017;1;1;2;MSA_92_542;MSA-23-02376;
;ELN047124-015;2;3;2;MSA_92_542;MSA-23-02378;
;ELN047124-016;2;3;2;MSA_92_542;MSA-23-02378;not fully converted
;ELN047124-017;2;3;2;MSA_92_542;MSA-23-02378;
;ELN046464-067;1;1;2;MSA_92_542;MSA-23-02380;SM/P 89/11
;ELN046464-067;2;5;2;MSA_92_542;MSA-23-02384;SM/P 37/63
;ELN045639-069;4;4;2;MSA_92_542;MSA-23-02366;
;ELN045639-069;5;5;2;MSA_92_542;MSA-23-02367;
;ELN045639-069;6;48;2;MSA_92_542;MSA-23-02385;
;ELN040616-163;1;18;2;MSA_92_542;MSA-23-02386;
;ELN040616-164;1;18;2;MSA_92_542;MSA-23-02386;
;ELN045639-070;1;1;2;MSA_92_542;MSA-23-02388;
;ELN046464-063;5;42;2;MSA_92_542;MSA-23-02387;SM/P 21/79
;ELN046464-064;3;41;2;MSA_92_542;MSA-23-02387;SM/P 32/68
;ELN046464-065;3;41;2;MSA_92_542;MSA-23-02387;SM/P 28/73
;ELN046464-066;3;41;2;MSA_92_542;MSA-23-02387;SM/P 43/56
;ELN046464-067;3;21;2;MSA_92_542;MSA-23-02387;SM/P 40/60
;ELN046464-067;4;22;2;MSA_92_542;MSA-23-02393;SM/P 48/51
;ELN045639-070;2;2;2;MSA_92_542;MSA-23-02390;
;ELN045639-070;3;3;2;MSA_92_542;MSA-23-02394;
;ELN045639-070;4;4;2;MSA_92_542;MSA-23-02395;
;ELN045639-070;5;21;2;MSA_92_542;MSA-23-02396;
;ELN045639-070;6;22;2;MS3_92_523;MS3-23-95091;
;ELN045639-070;7;23;2;MS3_92_523;MS3-23-95106;
;ELN045639-070;8;24;2;MS3_92_523;MS3-23-95114;
;ELN045639-070;9;25;2;MS3_92_523;MS3-23-95124;
;ELN045639-070;10;26;2;MS3_92_523;MS3-23-95135;
;ELN045639-070;11;27;2;MS3_92_523;MS3-23-95150;
;ELN047124-018;1;1;2;MS3_92_523;MS3-23-95146;
;ELN047124-019;1;1;2;MS3_92_523;MS3-23-95161;
;ELN047124-018;2;3;2;MS3_92_523;MS3-23-95164;
;ELN047124-019;2;3;2;MS3_92_523;MS3-23-95172;
;ELN047124-018;3;20;2;MS3_92_523;MS3-23-95204;
;ELN047124-019;3;19;2;MS3_92_523;MS3-23-95204;
;ELN047124-020;1;1;2;MS3_92_523;MS3-23-95226;
;ELN047124-021;1;1;2;MS3_92_523;MS3-23-95226;
;ELN047124-020;2;3;2;MSA_92_542;MSA-23-02398;not fully converted
;ELN047124-021;2;3;2;MSA_92_542;MSA-23-02398;not fully converted
;ELN047124-020;3;70;2;MSA_92_542;MSA-23-02406;
;ELN047124-021;3;70;2;MSA_92_542;MSA-23-02406;
;ELN047147-002;1;18;2;MSA_92_542;MSA-23-02402;SM, borylated, diborylated
;ELN047147-002;2;20;2;MSA_92_542;MSA-23-02403;SM, hydroxylated, dihydroxylated
;ELN047147-003;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-003;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-004;1;18;2;MSA_92_542;MSA-23-02402;SM, little borylated
;ELN047147-004;2;20;2;MSA_92_542;MSA-23-02403;SM, little hydroxylated
;ELN047147-005;1;18;2;MSA_92_542;MSA-23-02402;borylated, little SM
;ELN047147-005;2;20;2;MSA_92_542;MSA-23-02403;hydroxylated, little SM, little borylated
;ELN047147-006;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-006;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-007;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-007;2;20;2;MSA_92_542;MSA-23-02403;SM, little hydroxylated
;ELN047147-008;1;18;2;MSA_92_542;MSA-23-02402;SM, borylated
;ELN047147-008;2;20;2;MSA_92_542;MSA-23-02403;SM, hydroxylated
;ELN047147-009;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-009;2;20;2;MSA_92_542;MSA-23-02403;SM, hydroxylated
;ELN047147-010;1;18;2;MSA_92_542;MSA-23-02402;SM, more borylated species
;ELN047147-010;2;20;2;MSA_92_542;MSA-23-02403;SM, more hydroxylated species
;ELN047147-011;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-011;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-012;1;18;2;MSA_92_542;MSA-23-02402;borylated, SM, little diborylated
;ELN047147-012;2;20;2;MSA_92_542;MSA-23-02403;SM, more hydroxylated species
;ELN047147-013;1;18;2;MSA_92_542;MSA-23-02402;a lot of different borylated species, SM
;ELN047147-013;2;20;2;MSA_92_542;MSA-23-02403;a lot of different hydroxylated species, SM
;ELN047147-014;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-014;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-015;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-015;2;20;2;MSA_92_542;MSA-23-02403;SM, very little hydroxylated
;ELN047147-016;1;18;2;MSA_92_542;MSA-23-02402;SM, more borylated species
;ELN047147-016;2;20;2;MSA_92_542;MSA-23-02403;SM, more borylated and hydroxylated species
;ELN047147-017;1;18;2;MSA_92_542;MSA-23-02402;borylated, SM
;ELN047147-017;2;20;2;MSA_92_542;MSA-23-02403;hydroxylated, SM
;ELN047147-018;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-018;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-019;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-019;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-020;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-020;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-021;1;18;2;MSA_92_542;MSA-23-02402;SM, a lot of different borylated species
;ELN047147-021;2;20;2;MSA_92_542;MSA-23-02403;SM, a lot of different borylated and hydroxylated species
;ELN047147-022;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-022;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-023;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-023;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-024;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-024;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-025;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-025;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-026;1;18;2;MSA_92_542;MSA-23-02402;a lot of different borylated species, SM
;ELN047147-026;2;20;2;MSA_92_542;MSA-23-02403;a lot of different borylated and hydroxylated species, SM
;ELN047147-027;1;18;2;MSA_92_542;MSA-23-02402;borylated, little SM
;ELN047147-027;2;20;2;MSA_92_542;MSA-23-02403;hydroxylated, little SM
;ELN047147-028;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-028;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-029;1;18;2;MSA_92_542;MSA-23-02402;borylated, SM
;ELN047147-029;2;20;2;MSA_92_542;MSA-23-02403;hydroxylated, SM
;ELN047147-030;1;18;2;MSA_92_542;MSA-23-02402;SM
;ELN047147-030;2;20;2;MSA_92_542;MSA-23-02403;SM
;ELN047147-031;1;18;2;MSA_92_542;MSA-23-02402;SM, side products
;ELN047147-031;2;20;2;MSA_92_542;MSA-23-02403;SM, side products
;ELN047147-032;1;18;2;MSA_92_542;MSA-23-02402;SM, very little borylated
;ELN047147-032;2;20;2;MSA_92_542;MSA-23-02403;SM, very little hydroxylated
;ELN047147-033;1;18;2;MSA_92_542;MSA-23-02402;SM, very little borylated
;ELN047147-033;2;20;2;MSA_92_542;MSA-23-02403;SM, very little hydroxylated
;ELN047147-034;1;18;2;MSA_92_542;MSA-23-02402;SM
