User;ELN ID;IPC no.;Duration (h);LC-MS method (min);LC-MS instrument;LC-MS file name;IPC result
;ELN040616-255;2;3;2;MSA_Plates_6_OG4;MSA-24-03980;
;ELN050794-007;3;2;2;MSA_Plates_6_OG4;MSA-24-03979;
;ELN050794-007;4;3;2;MSA_Plates_6_OG4;MSA-24-03982;
;ELN050794-008;1;2;2;MSA_Plates_6_OG4;MSA-24-03986;
;ELN045639-194;1;1;2;MSA_Plates_6_OG4;MSA-24-03991;
;ELN045639-194;2;2;2;MSA_Plates_6_OG4;MSA-24-03992;
;ELN045639-189;1;18;2;MSA_Plates_6_OG4;MSA-24-03995;
;ELN045639-193;1;18;2;MSA_Plates_6_OG4;MSA-24-03995;
;ELN045639-195;1;18;2;MSA_Plates_6_OG4;MSA-24-04001;
;ELN045639-196;1;2;2;MSA_Plates_6_OG4;MSA-24-04004;
;ELN045639-196;2;4;2;MSA_Plates_6_OG4;MSA-24-04005;
;ELN040516-130;1;0;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;2;1;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;3;2;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;4;3;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;5;4;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;6;6;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;7;7;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;8;9;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN040516-130;9;24;6;MSA_Plates_6_OG4;MSA-24-04007;
;ELN045639-197;1;18;2;MSA_Plates_6_OG4;MSA-24-04011;
;ELN040616-256;1;4;6;MSA_Plates_6_OG4;MSA-24-04014;
;ELN050794-009;1;3;2;MSA_Plates_6_OG4;MSA-24-04020;
;ELN045639-198;1;3;2;MSA_Plates_6_OG4;MSA-24-04018;
;ELN050794-010;1;1;2;MSA_Plates_6_OG4;MSA-24-04033;
;ELN045639-199;1;18;2;MSA_Plates_6_OG4;MSA-24-04043;
;ELN045639-200;1;18;2;MSA_Plates_6_OG4;MSA-24-04044;
;ELN045639-201;1;0;2;MSA_Plates_6_OG4;MSA-24-04045;
;ELN045639-201;2;2;2;MS3_6_OG7;MS3-24-23062;
;ELN045639-202;1;18;2;MS3_6_OG7;MS3-24-23117;
;ELN045639-203;1;18;2;MS3_6_OG7;MS3-24-23117;
;ELN045639-204;1;18;2;MS3_6_OG7;MS3-24-23117;
;ELN045639-205;1;2;2;MSA_Plates_6_OG4;MSA-24-04053;
;ELN045639-206;1;2;2;MSA_Plates_6_OG4;MSA-24-04053;
;ELN040616-257;1;1;2;MSA_Plates_6_OG4;MSA-24-04054;
;ELN045639-205;2;18;2;MSA_Plates_6_OG4;MSA-24-04058;
;ELN045639-206;2;18;2;MSA_Plates_6_OG4;MSA-24-04058;
;ELN040616-257;2;16;2;MSA_Plates_6_OG4;MSA-24-04057;
;ELN040616-257;2;16;2;MSA_Plates_6_OG4;MSA-24-04059;
;ELN040616-258;1;1;2;MSA_Plates_6_OG4;MSA-24-04059;
;ELN040616-259;1;1;2;MSA_Plates_6_OG4;MSA-24-04059;
;ELN045639-207;1;2;2;MSA_Plates_6_OG4;MSA-24-04062;
;ELN040616-258;2;4;2;MSA_Plates_6_OG4;MSA-24-04063;
;ELN040616-259;2;4;2;MSA_Plates_6_OG4;MSA-24-04063;
;ELN040616-258;3;22;2;MSA_Plates_6_OG4;MSA-24-04071;
;ELN040616-259;3;22;2;MSA_Plates_6_OG4;MSA-24-04071;
;ELN050794-011;1;2;2;MSA_Plates_6_OG4;MSA-24-04072;
;ELN050794-011;2;4;2;MSA_Plates_6_OG4;MSA-24-04074;
;ELN050794-011;3;68;2;MSA_Plates_6_OG4;MSA-24-04081;
;ELN050794-012;1;2;2;MSA_Plates_6_OG4;MSA-24-04084;
;ELN050794-014;1;1;2;MSA_Plates_6_OG4;MSA-24-04085;
;ELN050794-014;1;3;2;MSA_Plates_6_OG4;MSA-24-04088;
;ELN045639-208;1;18;2;MS2_6_OG6;MS2-24-81890;
;ELN045639-209;1;18;2;MS2_6_OG6;MS2-24-81890;
;ELN045639-210;1;18;2;MS2_6_OG6;MS2-24-81890;
;ELN050794-013;1;17;2;MSA_Plates_6_OG4;MSA-24-04095;
;ELN050794-015;1;9;2;MSA_Plates_6_OG4;-;
;ELN045639-209;2;20;2;MS2_6_OG6;MS2-24-81930;
;ELN045639-211;1;2;2;MS2_6_OG6;MS2-24-81930;
;ELN045639-209;3;21;2;MS2_6_OG6;MS2-24-81944;
;ELN045639-211;2;3;2;MS2_6_OG6;MS2-24-81944;
;ELN045639-212;1;18;2;MS2_6_OG6;MS2-24-82073;
;ELN045639-213;1;18;2;MS2_6_OG6;MS2-24-82073;
;ELN045639-214;1;18;2;MS2_6_OG6;MS2-24-82073;
;ELN045639-215;1;2;2;MS2_6_OG6;MS2-24-82102;
;ELN045639-216;1;2;2;MS2_6_OG6;MS2-24-82102;
;ELN040616-260;1;2;2;MSA_Plates_6_OG4;MSA-24-04068;
;ELN045639-217;1;18;2;MSA_Plates_6_OG4;MSA-24-04103;
;ELN045639-218;1;18;2;MSA_Plates_6_OG4;MSA-24-04103;
;ELN045639-219;1;18;2;MSA_Plates_6_OG4;MSA-24-04103;
;ELN050794-016;1;21;2;MSA_Plates_6_OG4;MSA-24-04106 ;
;ELN040616-260;2;22;2;MSA_Plates_6_OG4;MSA-24-04105;
;ELN040616-261;1;16;2;MSA_Plates_6_OG4;MSA-24-04105;
;ELN045639-220;1;1;2;MSA_Plates_6_OG4;MSA-24-04108;
;ELN045639-221;1;18;2;MSA_Plates_6_OG4;MSA-24-04117;
;ELN045639-222;1;18;2;MSA_Plates_6_OG4;MSA-24-04117;
;ELN045639-223;1;18;2;MSA_Plates_6_OG4;MSA-24-04117;
;ELN050794-017;1;20;2;MSA_Plates_6_OG4;MSA-24-04118;
;ELN050794-018;1;20;2;MSA_Plates_6_OG4;MSA-24-04118;
;ELN045639-224;1;1;2;MS2_6_OG6;MS2-24-82268;
;ELN045639-225;1;1;2;MS2_6_OG6;MS2-24-82268;
;ELN045639-224;2;2;2;MS2_6_OG6;MS2-24-82278;
;ELN045639-225;2;2;2;MS2_6_OG6;MS2-24-82278;
;ELN040616-262;1;3;2;MSA_Plates_6_OG4;MSA-24-04123;
;ELN040616-262;2;19;2;MSA_Plates_6_OG4;MSA-24-04124;
;ELN040616-263;1;18;2;MSA_Plates_6_OG4;MSA-24-04124;
;ELN040616-264;1;18;2;MSA_Plates_6_OG4;MSA-24-04124;
;ELN040616-265;1;16;2;MSA_Plates_6_OG4;MSA-24-04132;
;ELN040616-266;1;16;2;MSA_Plates_6_OG4;MSA-24-04132;
;ELN045639-226;1;21;2;MSA_Plates_6_OG4;MSA-24-04143;
;ELN045639-227;1;21;2;MSA_Plates_6_OG4;MSA-24-04143;
;ELN045639-228;1;21;2;MSA_Plates_6_OG4;MSA-24-04143;
;ELN040616-267;1;16;2;MSA_Plates_6_OG4;MSA-24-04146;
;ELN040616-268;1;16;2;MSA_Plates_6_OG4;MSA-24-04146;
;ELN045639-229;1;18;2;MS2_6_OG6;MS2-24-82511;
;ELN045639-230;1;18;2;MS2_6_OG6;MS2-24-82511;
;ELN045639-227;2;23;2;MSA_Plates_6_OG4;MSA-24-04147;
;ELN045639-228;2;23;2;MSA_Plates_6_OG4;MSA-24-04147;
;ELN045639-226;2;23;2;MSA_Plates_6_OG4;MSA-24-04150;
;ELN045639-227;3;25;2;MSA_Plates_6_OG4;MSA-24-04150;
;ELN045639-228;3;25;2;MSA_Plates_6_OG4;MSA-24-04150;
;ELN045639-226;3;42;2;MS2_6_OG6;MS2-24-82452;
;ELN050794-019;1;1;2;MS2_6_OG6;MS2-24-82553;
;ELN050794-019;2;3;2;MS2_6_OG6;MS2-24-82565;
;ELN050794-020;1;23;2;MSA_Plates_6_OG4;MSA-24-04192;
;ELN050794-021;1;23;2;MSA_Plates_6_OG4;MSA-24-04192;
;ELN045639-231;1;18;2;MS3_6_OG7;MS3-24-24062;
;ELN045639-232;1;18;2;MS3_6_OG7;MS3-24-24062;
;ELN040616-270;1;3;2;MSA_Plates_6_OG4;MSA-24-04196;
;ELN040616-271;1;2;2;MSA_Plates_6_OG4;MSA-24-04203;
;ELN045639-233;1;18;2;MSA_Plates_6_OG4;MSA-24-04215;
;ELN045639-234;1;18;2;MSA_Plates_6_OG4;MSA-24-04215;
;ELN045639-235;1;18;2;MSA_Plates_6_OG4;MSA-24-04221;
;ELN045639-236;1;18;2;MSA_Plates_6_OG4;MSA-24-04221;
;ELN050794-022;1;1;2;MSA_Plates_6_OG4;MSA-24-04223;
;ELN040616-271;2;3;2;MSA_Plates_6_OG4;MSA-24-04204;
;ELN040616-272;1;1;2;MSA_Plates_6_OG4;MSA-24-04217;
;ELN040616-273;1;1;2;MSA_Plates_6_OG4;MSA-24-04217;
;ELN040616-272;2;3;2;MS2_6_OG6;MS2-24-82679;
;ELN040616-273;2;3;2;MS2_6_OG6;MS2-24-82679;
;ELN040616-274;1;4;2;MSA_Plates_6_OG4;MSA-24-04220;
;ELN050794-022;2;3;2;MSA_Plates_6_OG4;MSA-24-04228;
;ELN045639-238;1;21;2;MSA_Plates_6_OG4;MSA-25-04247;
;ELN045639-239;1;21;2;MSA_Plates_6_OG4;MSA-25-04247;
;ELN050794-023;1;1;2;MSA_Plates_6_OG4;MSA-25-04249;
;ELN040616-275;1;1;2;MSA_Plates_6_OG4;MSA-25-04248;
;ELN040616-276;1;3;2;MSA_Plates_6_OG4;MSA-25-04259;
;ELN050794-024;1;16;2;MSA_Plates_6_OG4;MSA-25-04256;
;ELN040616-276;2;5;2;MSA_Plates_6_OG4;MSA-25-04261;
;ELN040616-276;3;23;2;MSA_Plates_6_OG4;MSA-25-04269;
;ELN050794-025;1;18;2;MSA_Plates_6_OG4;MSA-25-04294;
;ELN040616-277;1;18;2;MSA_Plates_6_OG4;MSA-25-04276;
;ELN045639-241;1;12;2;MSA_Plates_6_OG4;MSA-25-04299;
;ELN040616-278;1;2;2;MSA_Plates_6_OG4;MSA-25-04306;
;ELN040616-278;2;22;2;MSA_Plates_6_OG4;MSA-25-04312;
;ELN045639-245;1;2;2;MSA_Plates_6_OG4;MSA-25-04320;
;ELN040616-279;1;3;2;MSA_Plates_6_OG4;MSA-25-04321;
;ELN040616-279;2;5;2;MSA_Plates_6_OG4;MSA-25-04322;
;ELN040616-279;3;21;2;MSA_Plates_6_OG4;MSA-25-04324;
;ELN040616-280;1;16;2;MSA_Plates_6_OG4;MSA-25-04324;
;ELN050794-026;1;16;2;MSA_Plates_6_OG4;MSA-25-04325;
;ELN050794-027;1;16;2;MSA_Plates_6_OG4;MSA-25-04325;
;ELN040616-279;4;25;2;MSA_Plates_6_OG4;MSA-25-04328;
;ELN040616-281;1;3;2;MSA_Plates_6_OG4;MSA-25-04345;
;ELN040616-282;1;3;2;MSA_Plates_6_OG4;MSA-25-04345;
;ELN040616-281;2;20;2;MSA_Plates_6_OG4;MSA-25-04350;
;ELN040616-282;2;20;2;MSA_Plates_6_OG4;MSA-25-04350;
;ELN040616-281;3;23;2;MSA_Plates_6_OG4;MSA-25-04354;
;ELN040616-282;3;23;2;MSA_Plates_6_OG4;MSA-25-04354;
;ELN040616-281;4;92;2;MSA_Plates_6_OG4;MSA-25-04365;
;ELN040616-282;4;92;2;MSA_Plates_6_OG4;MSA-25-04365;
;ELN045639-242;1;2;2;MSA_Plates_6_OG4;MSA-25-04300;
;ELN045639-242;2;3;2;MSA_Plates_6_OG4;MSA-25-04301;
;ELN045639-242;3;4;2;MSA_Plates_6_OG4;MSA-25-04302;
;ELN045639-242;4;6;2;MSA_Plates_6_OG4;MSA-25-04303;
;ELN045639-242;5;24;2;MSA_Plates_6_OG4;MSA-25-04305;
;ELN045639-245;1;2;2;MSA_Plates_6_OG4;MSA-25-04320;
;ELN045639-244;1;18;2;MSA_Plates_6_OG4;MSA-25-04323;
;ELN045639-243;1;12;2;MS2_6_OG6;MS2-25-83079;
;ELN045639-246;1;18;2;MSA_Plates_6_OG4;MSA-25-04323;
;ELN045639-247;1;18;2;MSA_Plates_6_OG4;MSA-25-04323;
;ELN045639-243;1;12;2;MS2_6_OG6;MS2-25-83080;
;ELN045639-248;1;18;2;MSA_Plates_6_OG4;MSA-25-04323;
;ELN045639-244;2;20;2;MSA_Plates_6_OG4;MSA-25-04326;
;ELN045639-244;3;22;2;MSA_Plates_6_OG4;MSA-25-04327;
;ELN045639-246;2;20;2;MSA_Plates_6_OG4;MSA-25-04327;
;ELN045639-247;2;20;2;MSA_Plates_6_OG4;MSA-25-04327;
;ELN045639-244;4;23;2;MSA_Plates_6_OG4;MSA-25-04329;
;ELN045639-246;3;21;2;MSA_Plates_6_OG4;MSA-25-04329;
;ELN045639-247;3;21;2;MSA_Plates_6_OG4;MSA-25-04329;
;ELN045639-243;2;15;2;MS2_6_OG6;MS2-25-83102;
;ELN045639-244;6;42;2;MS2_6_OG6;MS2-25-83119;
;ELN045639-249;1;2;2;MSA_Plates_6_OG4;MSA-25-04342;
;ELN045639-249;2;2;2;MSA_Plates_6_OG4;MSA-25-04343;
;ELN045639-249;3;3;2;MSA_Plates_6_OG4;MSA-25-04344;
;ELN045639-249;4;4;2;MSA_Plates_6_OG4;MSA-25-04348;
;ELN045639-249;5;18;2;MSA_Plates_6_OG4;MSA-25-04349;
;ELN045639-251;1;2;2;MSA_Plates_6_OG4;MSA-25-04353;
;ELN045639-251;2;4;2;MSA_Plates_6_OG4;MSA-25-04357;
;ELN045639-252;1;2;2;MSA_Plates_6_OG4;MSA-25-04371;
;ELN045639-253;1;2;2;MSA_Plates_6_OG4;MSA-25-04371;
;ELN045639-252;2;4;2;MSA_Plates_6_OG4;MSA-25-04372;
;ELN045639-253;2;4;2;MSA_Plates_6_OG4;MSA-25-04372;
;ELN040616-283;1;17;2;MSA_Plates_6_OG4;MSA-25-04374;
;ELN040616-284;1;17;2;MSA_Plates_6_OG4;MSA-25-04374;
;ELN040616-285;1;17;2;MSA_Plates_6_OG4;MSA-25-04374;
;ELN050794-029;1;2;2;MSA_Plates_6_OG4;MSA-25-04413;
;ELN040616-286;1;4;2;MSA_Plates_6_OG4;MSA-25-04414;
;ELN040616-287;1;4;2;MSA_Plates_6_OG4;MSA-25-04414;
;ELN050794-030;1;18;2;MSA_Plates_6_OG4;MSA-25-04422;
;ELN050794-028;1;2;2;MSA_Plates_6_OG4;MSA-25-04427;
;ELN050794-028;2;4;2;MSA_Plates_6_OG4;MSA-25-04431;
;ELN050794-028;3;6;2;MSA_Plates_6_OG4;MSA-25-04435;
;ELN040616-288;1;21;2;MSA_Plates_6_OG4;MSA-25-04442;
;ELN040616-289;1;21;2;MSA_Plates_6_OG4;MSA-25-04442;
;ELN040616-286;2;20;2;MSA_Plates_6_OG4;MSA-25-04419;
;ELN040616-288;2;24;2;MSA_Plates_6_OG4;MSA-25-04444;
;ELN045639-263;1;18;2;MSA_Plates_6_OG4;MSA-25-04444;
;ELN045639-264;1;18;2;MSA_Plates_6_OG4;MSA-25-04444;
;ELN040616-290;1;2;2;MSA_Plates_6_OG4;MSA-25-04450;
;ELN040616-290;2;20;2;MSA_Plates_6_OG4;MSA-25-04456;
;ELN040616-291;1;12;2;MSA_Plates_6_OG4;MSA-25-04456;
;ELN050794-031;1;66;2;MSA_Plates_6_OG4;MSA-25-04462;
;ELN050794-032;1;2;2;MSA_Plates_6_OG4;MSA-25-04471;
;ELN045639-265;1;18;2;MSA_Plates_6_OG4;MSA-25-04472;
;ELN045639-266;1;18;2;MSA_Plates_6_OG4;MSA-25-04472;
;ELN045639-267;1;18;2;MSA_Plates_6_OG4;MSA-25-04472;
;ELN050794-032;2;18;2;MSA_Plates_6_OG4;MSA-25-04473;
;ELN045639-268;1;1;2;MS3_6_OG7;MS3-25-26050;
;ELN040616-292;1;12;2;MSA_Plates_6_OG4;MSA-25-04474;
;ELN040616-293;1;12;2;MSA_Plates_6_OG4;MSA-25-04474;
;ELN045639-269;1;18;2;MSA_Plates_6_OG4;MSA-25-04478;
;ELN045639-270;1;18;2;MSA_Plates_6_OG4;MSA-25-04478;
;ELN045639-271;1;18;2;MSA_Plates_6_OG4;MSA-25-04475;
;ELN040616-294;1;1;2;MSA_Plates_6_OG4;MSA-25-04482;
;ELN045639-269;2;19;2;MSA_Plates_6_OG4;MSA-25-04481;
;ELN045639-270;2;19;2;MSA_Plates_6_OG4;MSA-25-04481;
;ELN045639-271;2;19;2;MSA_Plates_6_OG4;MSA-25-04481;
;ELN040616-295;1;0;2;MSA_Plates_6_OG4;MSA-25-04484;
;ELN045639-270;3;22;2;MSA_Plates_6_OG4;MSA-25-04486;
;ELN045639-271;3;22;2;MSA_Plates_6_OG4;MSA-25-04486;
;ELN045639-272;1;18;2;MSA_Plates_6_OG4;MSA-25-04495;
;ELN045639-273;1;18;2;MSA_Plates_6_OG4;MSA-25-04495;
;ELN045639-274;1;18;2;MSA_Plates_6_OG4;MSA-25-04495;
;ELN040616-296;1;16;2;MSA_Plates_6_OG4;MSA-25-04506;
;ELN040616-297;1;16;2;MSA_Plates_6_OG4;MSA-25-04506;
;ELN040616-298;1;18;2;MSA_Plates_6_OG4;MSA-25-04506;
;ELN040616-298;2;22;2;MSA_Plates_6_OG4;MSA-25-04509;
;ELN050794-033;1;3;2;MSA_Plates_6_OG4;MSA-25-04510;
;ELN040616-296;2;20;2;MSA_Plates_6_OG4;MSA-25-04512;
;ELN040616-297;2;20;2;MSA_Plates_6_OG4;MSA-25-04512;
;ELN050794-033;2;5;2;MSA_Plates_6_OG4;MSA-25-04516;
;ELN040616-298;3;94;2;MSA_Plates_6_OG4;MSA-25-04518;
;ELN050794-033;3;77;2;MSA_Plates_6_OG4;MSA-25-04519;
;ELN040616-299;1;16;2;MSA_Plates_6_OG4;MSA-25-04531;
;ELN040616-300;1;16;2;MSA_Plates_6_OG4;MSA-25-04531;
;ELN040616-301;1;16;2;MSA_Plates_6_OG4;MSA-25-04531;
;ELN040616-302;1;16;2;MSA_Plates_6_OG4;MSA-25-04531;
;ELN040616-303;1;2;2;MSA_Plates_6_OG4;MSA-25-04536;
;ELN040616-304;1;2;2;MSA_Plates_6_OG4;MSA-25-04537;
;ELN040616-305;1;2;2;MSA_Plates_6_OG4;MSA-25-04537;
;ELN050794-035;1;16;2;MSA_Plates_6_OG4;MSA-25-04572;
;ELN050794-034;1;12;2;MSA_Plates_6_OG4;MSA-25-04273;
;ELN050794-038;1;1;2;MSA_Plates_6_OG4;MSA-25-04591;
;ELN050794-038;2;2;2;MSA_Plates_6_OG4;MSA-25-04592;
;ELN050794-036;1;3;2;MSA_Plates_6_OG4;MSA-25-04594;
;ELN050794-037;1;3;2;MSA_Plates_6_OG4;MSA-25-04598;
;ELN050794-038;3;20;2;MSA_Plates_6_OG4;MSA-25-04601;
;ELN040616-298;4;16;2;MSA_Plates_6_OG4;MSA-25-04602;
;ELN050794-038;4;24;2;MSA_Plates_6_OG4;MSA-25-04604;
;ELN050794-038;5;27;2;MSA_Plates_6_OG4;MSA-25-04610;
;ELN050794-038;6;117;2;MSA_Plates_6_OG4;MSA-25-04611;
;ELN050794-039;1;2;2;MSA_Plates_6_OG4;MSA-25-04634;
;ELN050794-040;1;2;2;MSA_Plates_6_OG4;MSA-25-04634;
;ELN040616-306;1;2;2;MSA_Plates_6_OG4;MSA-25-04635;
;ELN040616-307;1;2;2;MSA_Plates_6_OG4;MSA-25-04635;
;ELN040616-308;1;2;2;MSA_Plates_6_OG4;MSA-25-04635;
;ELN050794-039;2;3;2;MSA_Plates_6_OG4;MSA-25-04637;
;ELN050794-040;2;3;2;MSA_Plates_6_OG4;MSA-25-04637;
;ELN050794-039;3;6;2;MSA_Plates_6_OG4;MSA-25-04640;
;ELN040616-306;2;6;2;MSA_Plates_6_OG4;MSA-25-04641;
;ELN050794-039;4;23;2;MSA_Plates_6_OG4;MSA-25-04644;
;ELN040616-309;1;1;2;MSA_Plates_6_OG4;MSA-25-04646;
;ELN040616-310;1;1;2;MSA_Plates_6_OG4;MSA-25-04646;
;ELN040616-309;2;3;2;MSA_Plates_6_OG4;MSA-25-04648;
;ELN040616-310;2;3;2;MSA_Plates_6_OG4;MSA-25-04648;
;ELN040616-311;1;12;2;MSA_Plates_6_OG4;MSA-25-04667;
;ELN040616-312;1;12;2;MSA_Plates_6_OG4;MSA-25-04667;
;ELN040616-313;1;1;2;MSA_Plates_6_OG4;MSA-25-04686;
;ELN040616-313;2;18;2;MSA_Plates_6_OG4;MSA-25-04689;
;ELN050794-041;1;2;2;MS2_6_OG6;MS2-25-85731;
;ELN050794-041;2;4;2;MS2_6_OG6;MS2-25-85752;
;ELN040616-314;1;3;2;MSA_Plates_6_OG4;MSA-25-04694;
;ELN050794-041;3;20;2;MSA_Plates_6_OG4;MSA-25-04697;
;ELN040616-314;2;18;2;MSA_Plates_6_OG4;MSA-25-04696;
;ELN040616-314;3;18;2;MSA_Plates_6_OG4;MSA-25-04696;
;ELN040616-315;1;2;2;MSA_Plates_6_OG4;MSA-25-04730;
;ELN040616-316;1;2;2;MSA_Plates_6_OG4;MSA-25-04730;
;ELN040616-317;1;2;2;MSA_Plates_6_OG4;MSA-25-04733;
;ELN050794-042;1;40;2;MSA_Plates_6_OG4;MSA-25-04735;
;ELN040616-318;1;2;2;MSA_Plates_6_OG4;MSA-25-04744;
;ELN040616-319;1;2;2;MSA_Plates_6_OG4;MSA-25-04744;
;ELN040616-320;1;2;2;MSA_Plates_6_OG4;MSA-25-04750;
;ELN050794-043;1;18;2;MSA_Plates_6_OG4;MSA-25-04756;
;ELN050794-044;1;14;2;MSA_Plates_6_OG4;MSA-25-04756;
;ELN050794-045;1;14;2;MSA_Plates_6_OG4;MSA-25-04756;
;ELN050794-048;1;0,25;2;MSA_Plates_6_OG4;MSA-25-04763;
;ELN050794-046;1;4;2;MSA_Plates_6_OG4;MSA-25-04765;
;ELN050794-047;1;4;2;MSA_Plates_6_OG4;MSA-25-04765;
;ELN040616-321;1;2;2;MSA_Plates_6_OG4;MSA-25-04769;
;ELN040616-322;1;4;2;MSA_Plates_6_OG4;MSA-25-04776;
;ELN050794-046;2;68;2;MSA_Plates_6_OG4;MSA-25-04777;
;ELN050794-047;2;68;2;MSA_Plates_6_OG4;MSA-25-04777;
;ELN050794-047;3;140;2;MSA_Plates_6_OG4;MSA-25-04785;
;ELN045639-309;1;1;2;MSA_Plates_6_OG4;MSA-25-04788;
;ELN045639-310;1;1;2;MSA_Plates_6_OG4;MSA-25-04788;
;ELN045639-311;1;1;2;MSA_Plates_6_OG4;MSA-25-04788;
;ELN045639-310;2;2;2;MSA_Plates_6_OG4;MSA-25-04790;
;ELN045639-310;3;2,5;2;MSA_Plates_6_OG4;MSA-25-04793;
;ELN045639-309;2;5;2;MSA_Plates_6_OG4;MSA-25-04794;
;ELN045639-310;4;5;2;MSA_Plates_6_OG4;MSA-25-04794;
;ELN045639-311;2;5;2;MSA_Plates_6_OG4;MSA-25-04794;
;ELN040616-325;1;2;2;MSA_Plates_6_OG4;MSA-25-04803;
;ELN040616-326;1;2;2;MSA_Plates_6_OG4;MSA-25-04803;
;ELN040616-327;1;2;2;MSA_Plates_6_OG4;MSA-25-04803;
;ELN040616-324;2;23;2;MSA_Plates_6_OG4;MSA-25-04812;
;ELN040616-324;2;23;2;MSA_Plates_6_OG4;MSA-25-04812;
;ELN040616-327;2;23;2;MSA_Plates_6_OG4;MSA-25-04812;
;ELN045639-311;5;44;2;MSA_Plates_6_OG4;MSA-25-04813;
;ELN040616-324;1;2;2;MSA_Plates_6_OG4;MSA-25-04815;
;ELN040616-324;2;23;2;MSA_Plates_6_OG4;MSA-25-04821;
;ELN040616-325;3;47;2;MSA_Plates_6_OG4;MSA-25-04821;
;ELN040616-326;3;47;2;MSA_Plates_6_OG4;MSA-25-04821;
;ELN040616-328;1;13;2;MSA_Plates_6_OG4;MSA-25-04821;
;ELN052060-001;1;16;2;MSA_Plates_6_OG4;MSA-25-04831;
;ELN052060-002;1;16;2;MSA_Plates_6_OG4;MSA-25-04831;
;ELN050794-049;1;4;2;MS2_6_OG6;MS2-25-86926;
;ELN045639-312;1;3;2;MSA_Plates_6_OG4;MSA-25-04834;
;ELN045639-313;2;20;2;MSA_Plates_6_OG4;MSA-25-04850;
;ELN045639-314;1;18;2;MSA_Plates_6_OG4;MSA-25-04850;
;ELN045639-315;1;18;2;MSA_Plates_6_OG4;MSA-25-04850;
;ELN052060-003;1;6;2;MSA_Plates_6_OG4;MSA-25-04858;
;ELN045639-316;1;18;2;MSA_Plates_6_OG4;MSA-25-04859;
;ELN045639-317;1;18;2;MSA_Plates_6_OG4;MSA-25-04859;
;ELN050794-050;1;16;2;MSA_Plates_6_OG4;MSA-25-04860;
;ELN045639-318;1;4;2;MSA_Plates_6_OG4;MSA-25-04866;
;ELN045639-318;2;18;2;MSA_Plates_6_OG4;MSA-25-04871;
;ELN045639-319;1;1;2;MSA_Plates_6_OG4;MSA-25-04873;
;ELN045639-319;2;3;2;MSA_Plates_6_OG4;MSA-25-04874;
;ELN045639-319;3;6;2;MSA_Plates_6_OG4;MSA-25-04876;
;ELN045639-320;1;2;2;MSA_Plates_6_OG4;MSA-25-04876;
;ELN045639-321;1;2;2;MSA_Plates_6_OG4;MSA-25-04876;
;ELN045639-319;4;22;2;MSA_Plates_6_OG4;MSA-25-04877;
;ELN045639-320;2;18;2;MSA_Plates_6_OG4;MSA-25-04877;
;ELN045639-321;2;18;2;MSA_Plates_6_OG4;MSA-25-04877;
;ELN045639-322;1;2;2;MSA_Plates_6_OG4;MSA-25-04882;
;ELN052060-004;1;6;2;MSA_Plates_6_OG4;MSA-25-04886;
;ELN052060-005;1;6;2;MSA_Plates_6_OG4;MSA-25-04886;
;ELN045639-322;2;21;2;MSA_Plates_6_OG4;MSA-25-04889;
;ELN052060-006;1;16;2;MSA_Plates_6_OG4;MSA-25-04891;
;ELN052060-004;2;24;2;MSA_Plates_6_OG4;MSA-25-04894;
;ELN052060-005;2;24;2;MSA_Plates_6_OG4;MSA-25-04894;
;ELN052060-004;3;24;2;MSA_Plates_6_OG4;MSA-25-04893;
;ELN052060-005;3;24;2;MSA_Plates_6_OG4;MSA-25-04893;
;ELN045639-323;1;2;2;MSA_Plates_6_OG4;MSA-25-04897;
;ELN045639-324;1;2;2;MSA_Plates_6_OG4;MSA-25-04897;
;ELN045639-325;1;2;2;MSA_Plates_6_OG4;MSA-25-04897;
;ELN045639-323;2;16;2;MSA_Plates_6_OG4;MSA-25-04899;
;ELN045639-324;2;16;2;MSA_Plates_6_OG4;MSA-25-04899;
;ELN045639-325;2;16;2;MSA_Plates_6_OG4;MSA-25-04899;
;ELN052060-007;1;16;2;MSA_Plates_6_OG4;MSA-25-04902;
;ELN052060-008;1;5;2;MSA_Plates_6_OG4;MSA-25-04908;
;ELN052060-008;2;1;2;MSA_Plates_6_OG4;MSA-25-04910;
;ELN052060-008;3;16;2;MSA_Plates_6_OG4;MSA-25-04912;
;ELN045639-326;1;18;2;MSA_Plates_6_OG4;MSA-25-04923;
;ELN045639-327;1;18;2;MSA_Plates_6_OG4;MSA-25-04923;
;ELN045639-328;1;18;2;MSA_Plates_6_OG4;MSA-25-04923;
;ELN052060-008;4;0,5;2;MSA_Plates_6_OG4;MSA-25-04913;
;ELN052060-008;5;1,5;2;MSA_Plates_6_OG4;MSA-25-04914;
;ELN052060-008;6;3;2;MSA_Plates_6_OG4;MSA-25-04915;
;ELN052060-008;7;4;2;MSA_Plates_6_OG4;MSA-25-04916;
